0|T|Augmentation des concentrations plasmatiques de carbamazépine avec signes de surdosage.|Surveillance clinique et, si besoin, contrôle des concentrations plasmatiques de carbamazépine et réduction éventuelle de sa posologie.|Increased plasma concentrations of carbamazepine overdose with signs of clinical surveillance.|Clinical surveillance and, if necessary, control of plasma concentrations of carbamazepine and possible reduction of its dosage.|http://tinyurl.com/24kn96t
2147|D|Risque de diminution de l'efficacité de chaque antiviral par antagoniste compétitif de la réaction de phosphorylation à l'origine des métabolites actifs.||Risk of decreased effectiveness of each antiviral competitive antagonist of the phosphorylation reaction at the origin of active metabolites.||http://tinyurl.com/24kn96t
2148|P|Augmentation des concentrations plasmatiques de l'anticonvulsivant, avec risque de surdosage, par inhibition de son métabolisme hépatique par le stiripentol.|Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et adaptation éventuelle de sa posologie.|Increased plasma levels of anticonvulsant, with risk of overdose, by inhibiting its hepatic metabolism by stiripentol.|Clinical monitoring and plasma assay, where possible, the associated anticonvulsant to stiripentol and possible adaptation of the dosage.|http://tinyurl.com/24kn96t
2149|C|Risque majoré d'effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'hypocholestérolémiant).||Increased risk of adverse effects (dose-dependent) to type of rhabdomyolysis (decreased hepatic metabolism of cholesterol ).||http://tinyurl.com/24kn96t
2150|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
2151|P|Augmentation possible des concentrations plasmatiques de la caféine, avec risque de surdosage, par inhibition de son métabolisme hépatique.|Surveillance clinique et adaptation éventuelle de la posologie de caféine.|Possible increase in plasma concentrations of caffeine with risk of overdose, by inhibiting its hepatic metabolism.|Clinical monitoring and possible adjustment of the dose of caffeine.|http://tinyurl.com/24kn96t
2152|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
2153|P|Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur métabolisme hépatique.|Surveillance clinique, dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé.|Increased plasma concentrations of anticonvulsants, with risk of overdose, by inhibiting their hepatic metabolism.|Clinical monitoring, plasmatic, where possible, the anticonvulsant and possible associated stiripentol dosage adjustment of anticonvulsant partner.|http://tinyurl.com/24kn96t
2154|P|Augmentation des concentrations plasmatiques du diazépam, avec risque de surdosage, par inhibition de son métabolisme hépatique.|Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé.|Increased plasma levels of diazepam with risk of overdose, by inhibiting its hepatic metabolism and clinical monitoring.|plasma assay, where possible, the anticonvulsant associated stiripentol and possible adaptation dosage of the anticonvulsant partner.|http://tinyurl.com/24kn96t
2155|C|Ergotisme avec possibilité de nécrose des extrémités (inhibition de l'élimination hépatique de l'alcaloïde de l'ergot de seigle).||Ergotism with the possibility of necrosis of the extremities (inhibition of hepatic elimination of the alkaloid of ergot ).||http://tinyurl.com/24kn96t
2156|C|Ergotisme avec possibilité de nécrose des extrémités (inhibition de l'élimination hépatique de l'alcaloïde de l'ergot de seigle).||Ergotism with the possibility of necrosis of the extremities (inhibition of hepatic elimination of the alkaloid of ergot ).||http://tinyurl.com/24kn96t
2157|D|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
2158|C|Augmentation des concentrations sanguines de l'immunosuppresseur (diminution de son métabolisme hépatique).||Increased blood levels of the immunosuppressant (decreased hepatic metabolism ).||http://tinyurl.com/24kn96t
2159|P|Augmentation des concentrations plasmatiques du midazolam par diminution de son métabolisme hépatique avec majoration de la sédation.|Surveillance clinique et réduction de la posologie pendant le traitement par le stiripentol.|Increased plasma concentrations of midazolam by decreasing its hepatic metabolism with an increase of sedation.|Clinical monitoring and dose reduction during treatment with stiripentol.|http://tinyurl.com/24kn96t
2160|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
2161|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
2162|C|Risque majoré d'effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'hypocholestérolémiant).||Increased risk of adverse effects (dose-dependent) to type of rhabdomyolysis (decreased hepatic metabolism of cholesterol ).||http://tinyurl.com/24kn96t
2163|P|Augmentation possible de la théophyllinémie, avec risque de surdosage, par inhibition de son métabolisme hépatique.|Surveillance clinique, dosage plasmatique et adaptation éventuelle de la posologie de théophylline.|Possible increase of theophylline, with risk of overdose, by inhibiting its hepatic metabolism.|Clinical monitoring, plasmatic and whether to adjust the dose of theophylline.|http://tinyurl.com/24kn96t
2164|P|Augmentation des concentrations plasmatiques du triazolam par diminution de son métabolisme hépatique avec majoration de la sédation.|Surveillance clinique et réduction de la posologie pendant le traitement pendant le traitement par le stiripentol.|Increased plasma concentrations of triazolam by decreasing its hepatic metabolism with an increase of sedation.|Clinical monitoring and dose reduction during treatment for the treatment stiripentol.|http://tinyurl.com/24kn96t
2165|P|Avec les sels de calcium administrés par voie orale : diminution de l'absorption digestive du strontium.|Prendre le strontium à distance des sels de calcium (plus de deux heures, si possible).|With calcium salts administered orally: decreased intestinal absorption of strontium strontium.|Take away from calcium salts (more than two hours, if possible).|http://tinyurl.com/24kn96t
2166|P|Diminution de l'absorption digestive du strontium.|Prendre le strontium à distance des cyclines (plus de deux heures, si possible).|Decreased gastrointestinal absorption of strontium strontium.|Take remote cyclin (more than two hours, if possible).|http://tinyurl.com/24kn96t
2167|P|Diminution de l'absorption digestive du strontium.|Prendre le strontium à distance des sels de fer (plus de deux heures, si possible).|Decreased gastrointestinal absorption of strontium strontium.|Take away from iron salts (more than two hours, if possible).|http://tinyurl.com/24kn96t
2168|P|Diminution de l'absorption digestive du strontium.|Prendre le strontium à distance des fluoroquinolones (plus de deux heures, si possible).|Decreased gastrointestinal absorption of strontium strontium.|Take remote fluoroquinolones (more than two hours, if possible).|http://tinyurl.com/24kn96t
2169|P|Diminution de l'absorption digestive du strontium.|Prendre le strontium à distance des sels de zinc (plus de deux heures, si possible).|Decreased gastrointestinal absorption of strontium strontium.|Take away from zinc salts (more than two hours, if possible).|http://tinyurl.com/24kn96t
2170|T|Majoration des effets indésirables propres à chaque substrat, avec conséquences souvent sévères.||Increase of specific side effects each substrate, with often severe consequences.||http://tinyurl.com/24kn96t
2171|P|Diminution de l'absorption digestive de l'anticoagulant oral.|Prendre le sucralfate à distance de l'anticoagulant oral (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of oral anticoagulant.|Take sucralfate Distance oral anticoagulant (more than two hours, if possible).|http://tinyurl.com/24kn96t
2172|P|Diminution de l'absorption digestive de la digoxine.|Prendre le sucralfate à distance de la digoxine (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of digoxin.|Take sucralfate distance of digoxin (over two hours, if possible).|http://tinyurl.com/24kn96t
2173|P|Diminution de l'absorption digestive des fluoroquinolone.|Prendre le sucralfate à distance des fluoroquinolone (plus de 2 heures, si possible).|Decreased intestinal absorption of fluoroquinolone.|Take sucralfate remote fluoroquinolone (over two hours, if possible).|http://tinyurl.com/24kn96t
2174|P|Diminution de l'absorption digestive des hormones thyroïdiennes.|Prendre les hormones thyroïdiennes à distance de la résine (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of thyroid hormones thyroid hormones.|Take away from the resin (more than two hours, if possible).|http://tinyurl.com/24kn96t
2175|P|Diminution de l'absorption digestive de la phénytoïne.|Prendre le sucralfate à distance de la phénytoïne (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of phenytoin.|Take sucralfate distance phenytoin (more than two hours, if possible).|http://tinyurl.com/24kn96t
2176|P|Diminution de l'absorption digestive du sulpiride.|Prendre le sucralfate à distance du sulpiride (plus de 2 heures, si possible).|Decreased intestinal absorption of sulpiride.|Take sucralfate distance of sulpiride (more than two hours, if possible).|http://tinyurl.com/24kn96t
2177|P|Augmentation de l'effet de l'anticoagulant oral et du risque hémorragique.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral pendant le traitement anti-infectieux et 8 jours après son arrêt.|Increase the effect of oral anticoagulation and bleeding risk control.|more frequent INR. Whether to adjust the dosage of oral anticoagulant therapy during anti-infective and eight days after his arrest.|http://tinyurl.com/24kn96t
2178|D|Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme).|Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt.|Increased plasma concentrations of phenytoin to toxic levels (inhibition of its metabolism ).|preferable to use a different class of anti-infectives, if not close clinical monitoring, measuring concentrations phenytoin and possible adjustment of the dosage during treatment with sulfonamide anti-infectives and after his arrest.|http://tinyurl.com/24kn96t
2179|P|Augmentation de l'effet de l'anticoagulant oral et du risque hémorragique.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral pendant le traitement anti-infectieux et 8 jours après son arrêt.|Increase the effect of oral anticoagulation and bleeding risk control.|more frequent INR. Whether to adjust the dosage of oral anticoagulant therapy during anti-infective and eight days after his arrest.|http://tinyurl.com/24kn96t
2180|D|Précipitation cristalline dans les voies urinaires (favorisée par l'acidification des urines).||Crystalline precipitation in the urinary tract (favored by acidification of urine ).||http://tinyurl.com/24kn96t
2181|D|Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme).|Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt.|Increased plasma concentrations of phenytoin to toxic levels (inhibition of its metabolism ).|preferable to use a different class of anti-infectives, if not close clinical monitoring, measuring concentrations phenytoin and possible adjustment of the dosage during treatment with sulfonamide anti-infectives and after his arrest.|http://tinyurl.com/24kn96t
2182|D|Augmentation importante de l’effet de l’anticoagulant oral et du risque hémorragique.|Si l’association ne peut être évitée, contrôle plus fréquent de l’INR et adaptation de la posologie de l’anticoagulant oral pendant le traitement par cotrimoxazole et après son arrêt.|||http://tinyurl.com/24kn96t
2183|D|Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme).|Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt.|Increased plasma concentrations of phenytoin to toxic levels (inhibition of its metabolism ).|preferable to use a different class of anti-infectives, if not close clinical monitoring, measuring concentrations phenytoin and possible adjustment of the dosage during treatment with sulfonamide anti-infectives and after his arrest.|http://tinyurl.com/24kn96t
2184|P|Augmentation de la toxicité hématologique du méthotrexate.|Dosage des concentrations de méthotrexate. Adapatation posologique si nécessaire pendant l'association et après son arrêt.|Increased haematological toxicity of methotrexate.|Determination of concentrations of methotrexate. FITNESS dosage if necessary for the association and its discontinuation.|http://tinyurl.com/24kn96t
2185|T|Risque d'addition des effets méthémoglobinisants, en particulier chez le nouveau-né.||Risk of additive effects méthémoglobinisants, especially in the newborn.||http://tinyurl.com/24kn96t
2186|D|Effet antabuse, notamment pour glibenclamide, glipizide, tolbutamide. Augmentation de la réaction hypoglycémique (inhibition des réactions de compensation) pouvant faciliter la survenue de coma hypoglycémique.|Eviter la prise de boissons alcoolisées et de médicaments contenant de l'alcool.|Antabuse effect, including glibenclamide, glipizide, tolbutamide. Increased hypoglycemic reaction (inhibition of compensatory responses) may facilitate the occurrence of hypoglycemic coma.|Avoid taking alcoholic drinks and medicines containing alcohol.|http://tinyurl.com/24kn96t
2187|P|Risque d'hypoglycémie ou d'hyperglycémie : diminution ou augmentation des besoins en sulfamide hypoglycemiant, par diminution ou augmentation de la sécrétion de glucagon endogène.|Renforcer l'autosurveillance glycémique et adapter si besoin la posologie du sulfamide hypoglycemiant pendant le traitement par l'octréotide ou le lanréotide.|Risk of hypoglycemia or hyperglycemia: decreased or increased need for sulphonylurea, reduced or increased secretion of endogenous glucagon.|Strengthen SMBG and adjust the dosage if necessary the sulphonylurea during treatment with octreotide or lanreotide.|http://tinyurl.com/24kn96t
2188|P|Elévation de la glycémie par le bêta-2 mimétique.|Renforcer la surveillance sanguine et urinaire. Passer éventuellement à l'insuline, le cas échéant.|Elevated blood glucose by the beta-2 agonist.|Strengthen monitoring blood and urine. Skip to insulin may, if necessary.|http://tinyurl.com/24kn96t
2189|P|Tous les bêta-bloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.|Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.|All beta-blockers may mask some symptoms of hypoglycemia: palpitations and tachycardia.|Preventing patient and strengthen, especially early in treatment, the glucose monitoring.|http://tinyurl.com/24kn96t
2190|P|Tous les bêta-bloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.|Prévenir le malade et renforcer, surtout au début du traitement, l'autosurveillance sanguine.|All beta-blockers may mask some symptoms of hypoglycemia: palpitations and tachycardia.|Preventing ill and strengthening, especially at the beginning of treatment, self-monitoring blood.|http://tinyurl.com/24kn96t
2191|P|A fortes posologies (100 mg par jour de chlorpromazine) : élévation de la glycémie (diminution de la libération de l'insuline).|Prévenir le patient et renforcer l'autosurveillance glycémique. Adapter éventuellement la posologie du neuroleptique pendant le traitement et après son arrêt.|At high doses (100 mg per day of chlorpromazine): elevated blood glucose (decreased insulin release ).|Warn the patient and reinforce the SMBG. May adapt the dose of neuroleptic treatment during and after his arrest.|http://tinyurl.com/24kn96t
2192|D|Effet diabétogène du danazol.|Si l'association ne peut être évitée, prévenir le patient et renforcer l'autosurveillance glycémique. Adapter éventuellement la posologie de l'antidiabétique pendant le traitement par le danazol et après son arrêt.|Diabetogenic effect of danazol.|If the association can not be avoided, warn the patient and reinforce the SMBG. May adapt the dose of antidiabetic treatment during and after danazol discontinuation.|http://tinyurl.com/24kn96t
2193|P|Augmentation du temps de demi-vie du sulfamide avec survenue possible de manifestations d'hypoglycémie.|Prévenir le patient, renforcer l'autosurveillance glycémique et adapter éventuellement la posologie du sulfamide pendant le traitement par le fluconazole.|Increased half-life of the sulfonamide with possible occurrence of hypoglycemic events.|Warn the patient, enhance glucose monitoring and may adapt the dose of sulfonylurea during treatment with fluconazole.|http://tinyurl.com/24kn96t
2194|P|Glucocorticoïdes (voies générale et rectale) : élévation de la glycémie avec parfois acidocétose (diminution de la tolérance aux glucides par les corticoïdes).|Prévenir le patient et renforcer l'autosurveillance glycémique, surtout en début de traitement. Adapter éventuellement la posologie de l'antidiabétique pendant le traitement par les corticoïdes et après son arrêt.|Glucocorticoids (general and rectal routes): elevated blood sugar, sometimes with ketoacidosis (decreased carbohydrate tolerance with corticosteroids ).|Preventing patient and enhance glucose monitoring, especially early treatment. May adapt the dose of antidiabetic treatment during and after corticosteroid discontinuation.|http://tinyurl.com/24kn96t
2195|P|Décrit pour le captopril, l'énalapril. L'utilisation des IEC peut entraîner une majoration de l'effet hypoglycémiant chez le diabétique traité par sulfamides hypoglycémiants. La survenue de malaises hypoglycémiques semble exceptionnelle (amélioration de la tolérance au glucose qui aurait pour conséquence une réduction des besoins en sulfamides hypoglycémiants).|Renforcer l'autosurveillance glycémique.|Described for captopril, enalapril. The use of ACE inhibitors may cause an increase of the hypoglycaemic effect in diabetics treated with sulfonylureas. The occurrence of hypoglycemic malaise seems exceptional (improved glucose tolerance, which would result in a reduced need for sulphonylureas ).|Strengthening SMBG.|http://tinyurl.com/24kn96t
2196|C|Avec le miconazole par voie générale et gel buccal : augmentation de l'effet hypoglycémiant avec survenue possible de manifestations hypoglycémiques, voire de coma.||With miconazole systemically and oral gel: increased hypoglycemic effect with possible occurrence of hypoglycemic events, or even coma.||http://tinyurl.com/24kn96t
2197|D|Pour toutes les formes de phénylbutazone, y compris locales : augmentation de l'effet hypoglycémiant des sulfamides par diminution de leur métabolisme hépatique.|Utiliser de préférence un autre anti-inflammatoire moins interactif ; sinon, prévenir le patient et renforcer l'autosurveillance glycémique ; adapter éventuellement la posologie pendant le traitement par l'anti- inflammatoire et après son arrêt.|For all forms of phenylbutazone, including local: increased hypoglycemic effect of sulfonamides by decreasing their hepatic metabolism.|preferable to use another anti-inflammatory less interactive, otherwise prevent and strengthen the patient SMBG; may adapt the dosage during treatment with anti-inflammatory after his arrest.|http://tinyurl.com/24kn96t
2198|P|Diminution de la digoxinémie pouvant atteindre 50 %.|Surveillance clinique, ECG et, éventuellement, de la digoxinémie. S'il y a lieu, adaptation de la posologie de la digoxine pendant le traitement par la sulfasalazine et après son arrêt.|Reduction of digoxin up to 50 %.|Clinical monitoring, ECG and, possibly, digoxin. If necessary, dose adjustment of digoxin during treatment with sulfasalazine and its discontinuation.|http://tinyurl.com/24kn96t
2199|P|Diminution des concentrations sanguines de ciclosporine par augmentation de son métabolisme par la sulfinpyrazone.|Contrôle des concentrations sanguines de ciclosporine et adaptation éventuelle de sa posologie pendant le traitement par sulfinpyrazone et après son arrêt.|Decreased blood levels of cyclosporine by increasing its metabolism by sulfinpyrazone.|control blood levels of cyclosporine and whether to adjust the dosage during treatment with sulfinpyrazone and its discontinuation.|http://tinyurl.com/24kn96t
2200|P|Diminution de l'absorption digestive du sulpiride.|Prendre le sucralfate à distance du sulpiride (plus de 2 heures, si possible).|Decreased intestinal absorption of sulpiride.|Take sucralfate distance of sulpiride (more than two hours, if possible).|http://tinyurl.com/24kn96t
2201|P|Diminution de l'absorption digestive du sulpiride.|Prendre les topiques gastro-intestinaux et antiacides à distance du sulpiride (plus de 2 heures, si possible).|Decreased intestinal absorption of sulpiride.|Take gastrointestinal and topical antacids distance of sulpiride (more than two hours, if possible).|http://tinyurl.com/24kn96t
2202|C|Risque de vasoconstriction coronaire pouvant être fatale.||Risk of coronary vasoconstriction can be fatal.||http://tinyurl.com/24kn96t
2203|T|Risque d'allongement du bloc moteur, majoré en cas de déficit partiel en pseudocholinestérase.||Risk of elongation of the engine block, plus any deficit in part pseudocholinesterase.||http://tinyurl.com/24kn96t
2204|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2205|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2206|D|Crises hypertensives (inhibition du métabolisme des amines pressives). Du fait de la durée d'action de l'IMAO, cette interaction est encore possible 15 jours après l'arrêt de l'IMAO.||Hypertensive Crises (inhibition of metabolism of amines). Because of the duration of action of MAOIs, this interaction is still possible 15 days after stopping the MAOI.||http://tinyurl.com/24kn96t
2207|C|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2208|D|Troubles du rythme ventriculaire graves par augmentation de l'excitabilité cardiaque.||Serious ventricular arrhythmias by increasing the excitability.||http://tinyurl.com/24kn96t
2209|D|Hypertension paroxystique avec possibilité de troubles du rythme (inhibition de l'entrée du sympathomimétique dans la fibre sympathique).||Paroxysmal hypertension with the possibility of arrhythmias (inhibition of sympathomimetic entry in the sympathetic chord ).||http://tinyurl.com/24kn96t
2210|P|Augmentation de l'action pressive du sympathomimétique, le plus souvent modérée.|A n'utiliser que sous contrôle médical strict.|Increased pressor action of sympathomimetic, mostly moderate.|To be used only under strict medical supervision.|http://tinyurl.com/24kn96t
2211|P|Par extrapolation à partir des IMAO non sélectifs : risque d'augmentation de l'action pressive.|A n'utiliser que sous contrôle médical strict.|By extrapolation from non-selective MAO: risk of increased pressor action.|To be used only under strict medical supervision.|http://tinyurl.com/24kn96t
2212|P|Par extrapolation à partir des IMAO non sélectifs : risque d'augmentation de l'action pressive.|A n'utiliser que sous contrôle médical strict.|By extrapolation from non-selective MAO: risk of increased pressor action.|To be used only under strict medical supervision.|http://tinyurl.com/24kn96t
2213|D|Hypertension paroxystique avec possibilité de troubles du rythme (inhibition de l'entrée du sympathomimétique dans la fibre sympathique).||Paroxysmal hypertension with the possibility of arrhythmias (inhibition of sympathomimetic entry in the sympathetic chord ).||http://tinyurl.com/24kn96t
2214|C|Risque de vasoconstriction et/ou de crises hypertensives.||Risk of vasoconstriction and / or hypertensive crisis.||http://tinyurl.com/24kn96t
2215|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2216|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2217|P|Poussée hypertensive peropératoire.|En cas d'intervention programmée, il est préférable d'interrompre le traitement quelques jours avant l'intervention.|Hypertensive intraoperative.|If treatment is planned, it is preferable to interrupt the treatment a few days before surgery.|http://tinyurl.com/24kn96t
2218|C|Hypertension paroxystique, hyperthermie pouvant être fatale. Du fait de la durée d'action de l'IMAO, cette interaction est encore possible 15 jours après l'arrêt de l'IMAO.||Paroxysmal hypertension, hyperthermia can be fatal. Because of the duration of action of MAOIs, this interaction can still be 15 days after stopping the MAOI.||http://tinyurl.com/24kn96t
2219|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2220|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2221|C|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
2222|T|Augmentation de la créatininémie plus importante que sous tacrolimus seul (synergie des effets néphrotoxiques des deux substances).||Increased serum creatinine greater than tacrolimus alone (synergistic nephrotoxic effects of both substances ).||http://tinyurl.com/24kn96t
2223|P|Augmentation des concentrations sanguines de tacrolimus par inhibition de son métabolisme par l'amiodarone.|Dosage des concentrations sanguines de tacrolimus, contrôle de la fonction rénale et adaptation de la posologie de tacrolimus pendant l'association et à l'arrêt de l'amiodarone.|Increased blood concentrations of tacrolimus by inhibiting its metabolism by amiodarone.|Determination of blood concentrations of tacrolimus, renal function monitoring and dose adjustment of tacrolimus for the association and to stop amiodarone.|http://tinyurl.com/24kn96t
2224|T|Avec l'amphotéricine B administrée par voie IV : augmentation de la créatininémie plus importante que sous tacrolimus seul (synergie des effets néphrotoxiques des deux substances).||With amphotericin B administered intravenously: creatinine increase greater than tacrolimus alone (synergistic nephrotoxic effects of both substances ).||http://tinyurl.com/24kn96t
2225|P|Risque d'addition des effets néphrotoxiques, notamment chez le sujet âgé.|Surveiller la fonction rénale en début de traitement par l'AINS.|Risk of additive nephrotoxic effects, especially in the elderly.|Monitor renal function at the beginning of treatment with NSAIDs.|http://tinyurl.com/24kn96t
2226|D|Augmentation des concentrations sanguines du tacrolimus et de la créatininémie, par inhibtion du métabolisme hépatique du tacrolimus par la clarithomycine.||Increased blood concentrations of tacrolimus and creatinine, by inhibtion hepatic metabolism of tacrolimus by clarithomycine.||http://tinyurl.com/24kn96t
2227|P|Augmentation des concentrations sanguines du tacrolimus par inhibition de son métabolisme hépatique.|Dosage des concentrations sanguines du tacrolimus et adaptation de sa posologie pendant l'association et après son arrêt, avec contrôle de la fonction rénale.|Increased blood concentrations of tacrolimus by inhibiting its hepatic metabolism.|Determination of blood concentrations of tacrolimus and adjusting the dosage for the association and its discontinuation, with control of renal function.|http://tinyurl.com/24kn96t
2228|D|Hyperkaliémie potentiellement létale, surtout lors d'une insuffisance rénale (addition des effets hyperkaliémiants).||Hyperkalemia is potentially lethal, especially when renal failure (additive effects hyperkaliémiants ).||http://tinyurl.com/24kn96t
2229|D|Augmentation des concentrations sanguines de tacrolimus et de la créatininémie, par inhibtion du métabolisme hépatique du tacrolimus par l'érythomycine.||Increased blood concentrations of tacrolimus and creatinine, by inhibtion hepatic metabolism of tacrolimus by érythomycine.||http://tinyurl.com/24kn96t
2230|D|Augmentation possible des concentrations sanguines du tacrolimus (inhibition de son métabolisme intestinal) et de la créatininémie.|Contrôle strict de la fonction rénale, dosage des concentrations sanguines de tacrolimus et adaptation éventuelle de la posologie.|Possible increase in blood levels of tacrolimus (inhibition of intestinal metabolism) and creatinine.|Strict control of renal function, dosage of tacrolimus blood concentrations and possible adjustment of dosage.|http://tinyurl.com/24kn96t
2231|D|Augmentation des concentrations sanguines de tacrolimus et de la créatininémie, par inhibition du métabolisme hépatique du tacrolimus par la josamycine.||Increased blood concentrations of tacrolimus and creatinine, by inhibition of hepatic metabolism of tacrolimus by josamycin.||http://tinyurl.com/24kn96t
2232|D|Augmentation importante des concentrations sanguines du tacrolimus (inhibition de son métabolisme au niveau intestinal).||Significant increase in blood levels of tacrolimus (inhibition of metabolism in the intestine ).||http://tinyurl.com/24kn96t
2233|P|Augmentation des concentrations sanguines du tacrolimus.|Dosage des concentrations sanguines du tacrolimus, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood concentrations of tacrolimus blood concentrations.|Determination of tacrolimus, renal function monitoring and dosage adjustments during the association and its discontinuation.|http://tinyurl.com/24kn96t
2234|P|Augmentation des concentrations sanguines du tacrolimus.|Dosage des concentrations sanguines du tacrolimus, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood concentrations of tacrolimus blood concentrations.|Determination of tacrolimus, renal function monitoring and dosage adjustments during the association and its discontinuation.|http://tinyurl.com/24kn96t
2235|D|Hyperkaliémie essentiellement létale, surtout lors d'une insuffisance rénale (addition des effets hyperkaliémiants).|Eviter cette association sauf s'il existe une hypokaliémie préalable.|Hyperkalemia essentially lethal, especially when renal failure (additive effects hyperkaliémiants ).|Avoid this association unless there is prior hypokalemia.|http://tinyurl.com/24kn96t
2236|P|Diminution des concentrations de tacrolimus, avec risque de baisse d'efficacité.|Prendre le sévélamer à distance du tacrolimus (plus de deux heures, si possible).|Decreased concentrations of tacrolimus, with downside risk efficiency.|Take sevelamer distance tacrolimus (more than two hours, if possible).|http://tinyurl.com/24kn96t
2237|P|Augmentation des concentrations sanguines du tacrolimus (diminution de son métabolisme hépatique par le verapamil).|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood concentrations of tacrolimus (decreased hepatic metabolism by verapamil ).|Determination of blood concentrations of immunosuppressive control of renal function and dosage adjustments during the association and after his arrest.|http://tinyurl.com/24kn96t
2238|P|Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique par le voriconazole.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood levels of the immunosuppressant by inhibiting its hepatic metabolism by voriconazole.|Determination of blood concentrations of immunosuppressive control of renal function and dosage adjustments during the association and its discontinuation.|http://tinyurl.com/24kn96t
2239|P|Risque d'augmentation de l'effet de l'anticoagulant oral et du risque hémorragique.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral.|Risk of increase in the effect of oral anticoagulation and bleeding risk control.|more frequent INR. Whether to adjust the dosage of oral anticoagulant.|http://tinyurl.com/24kn96t
